packet,sequence,packet_time_utc,block,channel,return,azimuth_deg,elevation_deg,distance_m,reflectivity,firing_time_offset_us,x,y,z
2,39615,2025-06-10 16:36:59.923981+00:00,1,11,strongest,118.48046400000001,-5.0,0.496,1,36.24,0.43431494703785406,-0.23562206785874645,-0.04322924840283845
2,39615,2025-06-10 16:36:59.923981+00:00,1,12,strongest,118.4913504,-7.0,0.496,1,39.264,0.43267966292711135,-0.23484132086802578,-0.060447194328953145
2,39615,2025-06-10 16:36:59.923981+00:00,1,13,strongest,118.5022368,-9.0,0.516,0,42.288,0.44787717242177616,-0.2432001034638263,-0.08072018396075913
2,39615,2025-06-10 16:36:59.923981+00:00,1,14,strongest,118.51312320000001,-11.0,0.516,1,45.312,0.4450827466535898,-0.24179222655425395,-0.09845744161429712
2,39615,2025-06-10 16:36:59.923981+00:00,1,15,strongest,118.52400960000001,-13.0,0.504,1,48.336,0.4314734851539957,-0.23450515099125063,-0.11337533138930796
2,39615,2025-06-10 16:36:59.923981+00:00,1,16,strongest,118.534896,-15.0,0.544,0,51.36,0.4616336547480758,-0.25101078811698574,-0.1407975605357713
2,39615,2025-06-10 16:36:59.923981+00:00,2,10,strongest,118.6495776,-3.0,0.47600000000000003,0,33.216,0.4171501023991403,-0.22790609590545777,-0.024911915171641267
2,39615,2025-06-10 16:36:59.923981+00:00,2,11,strongest,118.660464,-5.0,0.5,0,36.24,0.43706912947729676,-0.23889651563906078,-0.04357787137382908
2,39615,2025-06-10 16:36:59.923981+00:00,2,12,strongest,118.6713504,-7.0,0.496,1,39.264,0.43193975318550826,-0.23619946298795846,-0.060447194328953145
2,39615,2025-06-10 16:36:59.923981+00:00,2,13,strongest,118.6822368,-9.0,0.504,0,42.288,0.4367129992823888,-0.23891743820699896,-0.07884297038027636
2,39615,2025-06-10 16:36:59.923981+00:00,2,14,strongest,118.6931232,-11.0,0.512,1,45.312,0.44087659046395333,-0.24130411137537128,-0.09769420563279094
2,39615,2025-06-10 16:36:59.923981+00:00,2,15,strongest,118.7040096,-13.0,0.516,1,48.336,0.44099022407818395,-0.24147520796799954,-0.11607474404143435
2,39615,2025-06-10 16:36:59.923981+00:00,2,16,strongest,118.714896,-15.0,0.536,0,51.36,0.454065704264752,-0.24874716764896412,-0.13872700817495112
2,39615,2025-06-10 16:36:59.923981+00:00,3,10,strongest,118.82957760000001,-3.0,0.48,0,33.216,0.419931485958391,-0.2311416653206485,-0.02512125899661304
2,39615,2025-06-10 16:36:59.923981+00:00,3,11,strongest,118.84046400000001,-5.0,0.48,1,36.24,0.41886379999240014,-0.2306576905349852,-0.041834756518875915
2,39615,2025-06-10 16:36:59.923981+00:00,3,12,strongest,118.8513504,-7.0,0.496,1,39.264,0.43119558037292244,-0.2375552739145488,-0.060447194328953145
2,39615,2025-06-10 16:36:59.923981+00:00,3,13,strongest,118.8622368,-9.0,0.508,1,42.288,0.4394202662543528,-0.242195280745827,-0.07946870824043728
2,39615,2025-06-10 16:36:59.923981+00:00,3,14,strongest,118.87312320000001,-11.0,0.504,1,45.312,0.4332395190870984,-0.23889597339008928,-0.09616773366977859
2,39615,2025-06-10 16:36:59.923981+00:00,3,15,strongest,118.88400960000001,-13.0,0.508,1,48.336,0.4334041698712851,-0.23909416329190555,-0.11427513560668343
2,39615,2025-06-10 16:36:59.923981+00:00,3,16,strongest,118.894896,-15.0,0.536,0,51.36,0.45328200255312434,-0.25017242726618877,-0.13872700817495112
2,39615,2025-06-10 16:36:59.923981+00:00,4,10,strongest,119.0095776,-3.0,0.468,0,33.216,0.40872318037008687,-0.2266482817797916,-0.024493227521697716
2,39615,2025-06-10 16:36:59.923981+00:00,4,11,strongest,119.020464,-5.0,0.488,1,36.24,0.4251060533644916,-0.23583865705082294,-0.042532002460857185
2,39615,2025-06-10 16:36:59.923981+00:00,4,12,strongest,119.0313504,-7.0,0.5,0,39.264,0.4339184998327007,-0.24083542365573646,-0.06093467170257374
2,39615,2025-06-10 16:36:59.923981+00:00,4,13,strongest,119.0422368,-9.0,0.508,1,42.288,0.4386572201409093,-0.24357456277051207,-0.07946870824043728
2,39615,2025-06-10 16:36:59.923981+00:00,4,14,strongest,119.0531232,-11.0,0.512,1,45.312,0.4393517394662556,-0.24406943932773198,-0.09769420563279094
2,39615,2025-06-10 16:36:59.923981+00:00,4,15,strongest,119.0640096,-13.0,0.532,0,48.336,0.453091095683101,-0.2518146185045157,-0.11967396091093618
2,39615,2025-06-10 16:36:59.923981+00:00,4,16,strongest,119.074896,-15.0,0.552,0,51.36,0.46600110555295354,-0.2591055227909892,-0.14286811289659146
2,39615,2025-06-10 16:36:59.923981+00:00,5,10,strongest,119.1895776,-3.0,0.492,0,33.216,0.42893267302349664,-0.23961998258311204,-0.025749290471528366
2,39615,2025-06-10 16:36:59.923981+00:00,5,11,strongest,119.20046400000001,-5.0,0.492,1,36.24,0.42784143341577846,-0.23911704208463605,-0.04288062543184782
2,39615,2025-06-10 16:36:59.923981+00:00,5,12,strongest,119.2113504,-7.0,0.5,1,39.264,0.4331597529793806,-0.2421974281105015,-0.06093467170257374
2,39615,2025-06-10 16:36:59.923981+00:00,5,13,strongest,119.2222368,-9.0,0.504,1,42.288,0.43444189312505743,-0.2430226893101364,-0.07884297038027636
2,39615,2025-06-10 16:36:59.923981+00:00,5,14,strongest,119.23312320000001,-11.0,0.508,1,45.312,0.43515637768706605,-0.24353093043950955,-0.09693096965128477
2,39615,2025-06-10 16:36:59.923981+00:00,5,15,strongest,119.24400960000001,-13.0,0.524,0,48.336,0.44549629200874485,-0.24942872896837537,-0.11787435247618527
2,39615,2025-06-10 16:36:59.923981+00:00,5,16,strongest,119.254896,-15.0,0.552,0,51.36,0.46518480326364126,-0.26056822739914814,-0.14286811289659146
2,39615,2025-06-10 16:36:59.923981+00:00,6,10,strongest,119.3695776,-3.0,0.484,0,33.216,0.42121552903927956,-0.23704817792350763,-0.025330602821584815
2,39615,2025-06-10 16:36:59.923981+00:00,6,11,strongest,119.380464,-5.0,0.464,1,36.24,0.40278228731480437,-0.22677525002017443,-0.04044026463491339
2,39615,2025-06-10 16:36:59.923981+00:00,6,12,strongest,119.3913504,-7.0,0.492,1,39.264,0.4254783833179456,-0.23966012949963902,-0.05995971695533256
2,39615,2025-06-10 16:36:59.923981+00:00,6,13,strongest,119.4022368,-9.0,0.504,0,42.288,0.433676272202489,-0.24438632725700418,-0.07884297038027636
2,39615,2025-06-10 16:36:59.923981+00:00,6,14,strongest,119.4131232,-11.0,0.508,1,45.312,0.43438915655468874,-0.24489681049406878,-0.09693096965128477
2,39615,2025-06-10 16:36:59.923981+00:00,6,15,strongest,119.4240096,-13.0,0.524,1,48.336,0.444710491400925,-0.2508270636639275,-0.11787435247618527
2,39615,2025-06-10 16:36:59.923981+00:00,6,16,strongest,119.434896,-15.0,0.52,0,51.36,0.4374442628438845,-0.24683831043139673,-0.13458590345331078
2,39615,2025-06-10 16:36:59.923981+00:00,7,10,strongest,119.5495776,-3.0,0.47200000000000003,1,33.216,0.41004389797264323,-0.23246028629480625,-0.02470257134666949
2,39615,2025-06-10 16:36:59.923981+00:00,7,11,strongest,119.56046400000001,-5.0,0.48,1,36.24,0.4159322745289145,-0.23590293798978024,-0.041834756518875915
2,39615,2025-06-10 16:36:59.923981+00:00,7,12,strongest,119.5713504,-7.0,0.484,1,39.264,0.4178172993408251,-0.23707699635096244,-0.058984762208091374
2,39615,2025-06-10 16:36:59.923981+00:00,7,13,strongest,119.5822368,-9.0,0.504,1,42.288,0.432906371070196,-0.2457475532094849,-0.07884297038027636
2,39615,2025-06-10 16:36:59.923981+00:00,7,14,strongest,119.59312320000001,-11.0,0.508,1,45.312,0.43361764817670606,-0.24626027351597754,-0.09693096965128477
2,39615,2025-06-10 16:36:59.923981+00:00,7,15,strongest,119.60400960000001,-13.0,0.52,0,48.336,0.4405315970871141,-0.2502975569747416,-0.1169745482588098
2,39615,2025-06-10 16:36:59.923981+00:00,7,16,strongest,119.614896,-15.0,0.56,0,51.36,0.4702563815359438,-0.26730454342962606,-0.14493866525741161
